index_of_pixel,label,source_of_pixel
[42 17 34],1.0,4
[41 22 53],1.0,9
[43 43 50],2.0,10
[46 47 24],1.0,2
[25 41 29],2.0,7
[68 54 53],1.0,10
[44 36 28],1.0,9
[35 14 38],1.0,4
[27 28 26],1.0,6
[22 47 26],2.0,7
[23 19 25],1.0,6
[21 46 28],2.0,7
[37 16 44],2.0,2
[46 59 44],2.0,10
[45 38 51],2.0,10
[64 54 36],1.0,9
[26 47 19],2.0,7
[37 21 33],2.0,8
[19 41 17],2.0,7
[35 48 57],1.0,9
[58 47 54],2.0,10
[39 36 35],2.0,5
[45 33 58],1.0,9
[13 41 24],2.0,7
[42 39 41],1.0,4
[42 49 32],1.0,5
[69 38 28],1.0,10
[28 43 36],1.0,2
[26 34 32],2.0,4
[26 29 40],1.0,4
[31 39 27],1.0,9
[60 32 46],2.0,3
[38 67 28],1.0,3
[37 55 43],1.0,2
[40 44 50],2.0,10
[53 29 58],1.0,3
[26 39 37],1.0,5
[54 25 47],1.0,2
[25 35 32],2.0,7
[51 46 36],1.0,5
[43 42 32],2.0,10
[32 39 38],1.0,6
[21 52 34],1.0,7
[61 77 41],1.0,3
[53 33 44],1.0,9
[20 30 31],2.0,7
[74 62 52],1.0,3
[42 29 33],2.0,8
[62 55 24],1.0,3
[47 40 32],2.0,10
[27 38 35],1.0,1
[36 42 47],2.0,1
[75 26 55],1.0,3
[60 79 35],1.0,3
[23 44 26],2.0,7
[29 49 35],1.0,6
[57 44 36],1.0,3
[48 41 49],2.0,10
[61 30 46],1.0,2
[ 4 27 26],1.0,7
[40 24 24],2.0,8
[63 39 35],1.0,3
[43 51 54],2.0,10
[53 42 46],2.0,3
[34 47 49],2.0,1
[20 27 40],1.0,6
[59 33 55],1.0,3
[48 79 46],1.0,3
[55 62 41],1.0,9
[24 19 35],1.0,4
[48 43 40],2.0,10
[66 38 28],1.0,10
[71 32 41],2.0,3
[37 54 25],1.0,5
[46 28 30],1.0,4
[48 41 54],2.0,10
[59 74 52],1.0,3
[23 31 27],2.0,7
[51 67 43],1.0,10
[53 47 32],1.0,3
[34 41 37],2.0,10
[52 36 24],1.0,4
[48 25 18],1.0,8
[28 48 37],1.0,7
[39 42 38],2.0,3
[46 22 28],1.0,4
[38 41 40],1.0,4
[24 51 36],1.0,7
[44 49 35],2.0,10
[21 46 30],1.0,6
[54 20 48],1.0,2
[75 61 49],1.0,3
[43 47 26],1.0,10
[47  9 49],1.0,2
[ 8 34 44],1.0,6
[44 31 32],2.0,8
[26 17 37],1.0,6
[60 29 31],1.0,3
[31 26 58],1.0,9
[52 39 36],1.0,4
[44 34 26],1.0,10
[55 62 36],1.0,10
[27 48 36],1.0,7
[31 45 38],1.0,3
[42 42 27],2.0,8
[53 51 59],1.0,3
[12 35 38],1.0,6
[47 38 34],1.0,8
[48 34 50],1.0,9
[48 35 21],1.0,5
[47 59 42],2.0,10
[61 44 39],1.0,3
[22 35 35],2.0,7
[73 32 41],1.0,9
[37 39 33],1.0,10
[29 49 45],2.0,1
[40 44 56],1.0,9
[45 38 37],2.0,8
[34 55 33],2.0,1
[32 31 58],1.0,9
[14 23 26],2.0,7
[32 52 37],1.0,5
[41 35 26],1.0,10
[51 40 36],1.0,1
[17 41 35],2.0,7
[36 46 35],1.0,4
[35 55 23],1.0,3
[57 47 31],1.0,2
[65 48 47],1.0,9
[42 53 46],2.0,10
[66 59 32],1.0,10
[40 28 58],1.0,9
[66 52 42],1.0,2
[41 61 52],2.0,10
[55 85 43],1.0,3
[48 36 21],1.0,5
[53 41 50],2.0,10
[68 55 28],1.0,10
[65 37 43],1.0,2
[29 25 37],1.0,6
[49 48 26],1.0,3
[37 29 52],1.0,1
[28 39 26],1.0,5
[68 40 34],1.0,10
[32 36 59],1.0,1
[23 28 41],1.0,4
[31 42 41],1.0,4
[56 39 50],2.0,3
[61 38 33],1.0,9
[46 39 26],1.0,5
[79 43 47],1.0,3
[50 57 40],1.0,2
[22 28 28],2.0,7
[61 37 27],1.0,9
[42 53 43],2.0,1
[45 29 54],1.0,1
[34 45 33],1.0,9
[61 39 54],1.0,9
[70 29 39],2.0,3
[59 74 32],1.0,3
[25 40 40],1.0,1
[16 32 27],2.0,7
[12 23 36],1.0,6
[36 70 45],1.0,3
[20 27 12],1.0,0
[50 45 52],2.0,10
[50 70 59],1.0,3
[68 48 42],1.0,3
[52 33 31],1.0,2
[44 43 39],2.0,10
[42 56 35],2.0,10
[59 45 29],1.0,2
[30 52 28],2.0,7
[60 29 58],1.0,1
[51 42 50],2.0,10
[25 50 35],1.0,7
[39 39 25],2.0,8
[46 65 39],2.0,10
[36 75 37],1.0,3
[24 52 27],2.0,7
[48 41 53],1.0,1
[ 9 40 37],1.0,7
[41 48 45],2.0,1
[43 37 23],2.0,8
[32 39 35],1.0,2
[47 44 29],1.0,3
[62 30 60],1.0,1
[36 54 46],2.0,1
[17 19 19],1.0,7
[32 39 33],1.0,10
[43 36 28],2.0,8
[73 38 39],1.0,10
[56 26 24],1.0,2
[39 59 39],1.0,9
[51 51 34],1.0,5
[51 33 58],1.0,3
[48 58 34],2.0,10
[10 25 32],1.0,6
[71 33 41],2.0,3
[40 53 32],1.0,10
[80 34 45],2.0,3
[46 41 30],1.0,5
[56 40 37],1.0,10
[44 44 47],2.0,10
[68 84 59],1.0,3
[65 18 51],1.0,9
[51 66 43],1.0,10
[40 70 33],1.0,3
[48 31 39],1.0,1
[68 24 37],1.0,2
[51 19 29],1.0,4
[74 74 49],1.0,3
[67 50 50],1.0,3
[32 52 26],2.0,7
[48 45 44],1.0,9
[22 28 23],2.0,7
[ 8 32 13],1.0,0
[29 28 42],1.0,6
[30 38 44],1.0,10
[37 56 56],1.0,1
[50 40 54],2.0,10
[28 13 33],1.0,4
[61 53 30],1.0,2
[33 50 49],1.0,9
[66 53 42],1.0,10
[74 74 39],1.0,3
[44 61 33],1.0,5
[38 36 28],1.0,8
[46 55 34],2.0,1
[38 25 34],1.0,7
[62 50 47],1.0,10
[62 83 51],1.0,3
[26 35 36],1.0,7
[33 68 55],1.0,3
[22 31 32],2.0,7
[25 41 46],1.0,6
[26 42 54],1.0,1
[38 34 46],2.0,10
[53 73 55],1.0,3
[45 76 28],1.0,3
[35 41 22],1.0,8
[45 41 28],1.0,2
[13 26 32],1.0,7
[62 36 34],1.0,3
[61 40 56],1.0,9
[34 31 39],1.0,9
[44 49 38],2.0,10
[44 48 57],1.0,3
[73 72 60],1.0,3
[43 34 39],2.0,10
[29 59 38],1.0,1
[33 39 52],1.0,10
[50 52 46],2.0,10
[47 42 39],1.0,2
[70 27 36],2.0,3
[37 49 43],1.0,2
[68 57 53],1.0,3
[48 38 19],1.0,5
[56 47 50],1.0,3
[18 44 32],2.0,7
[26 13 23],1.0,0
[48 73 39],1.0,3
[27 51 43],2.0,1
[32 50 55],1.0,9
[13 38 30],2.0,7
[24 18 42],1.0,6
[62 33 28],1.0,3
[81 37 40],2.0,3
[45 26 29],1.0,2
[47 69 57],1.0,3
[50 53 26],1.0,5
[44 39 24],1.0,5
[46 41 59],1.0,3
[52 30 27],1.0,5
[47 46 42],1.0,1
[40 46 50],2.0,1
[16 21 14],1.0,0
[72 31 33],1.0,3
[42 51 46],2.0,10
[71 37 52],1.0,9
[24 53 41],1.0,1
[35 27 31],1.0,2
[48 25 48],1.0,9
[59 34 52],2.0,3
[28 14 32],1.0,4
[49 52 30],1.0,10
[29 39 35],2.0,5
[36 24 36],1.0,2
[43 40 40],2.0,3
[66 58 36],1.0,10
[49 38 32],1.0,3
[42 40 20],1.0,5
[29 43 38],2.0,1
[34 22 41],1.0,1
[25 53 41],1.0,1
[71 32 40],2.0,3
[23 44 19],2.0,7
[45 22 36],1.0,1
[14  7 14],1.0,0
[32 52 40],2.0,1
[33 50 56],1.0,3
[53 52 23],1.0,3
[42 31 50],2.0,10
[35 57 27],1.0,7
[72 51 42],1.0,3
[32 49 42],1.0,3
[19 33 27],2.0,4
[75 28 34],1.0,3
[57 49 33],1.0,10
[39 67 56],1.0,3
[24 41 34],2.0,7
[62 63 46],1.0,2
[33 24 57],1.0,1
[36 46 42],2.0,1
[63 24 45],1.0,2
[65 77 55],1.0,3
[61 56 28],1.0,10
[69 25 37],1.0,2
[55 45 56],1.0,9
[28 33 28],1.0,5
[50 63 35],2.0,10
[15 19 39],1.0,6
[37 30 50],1.0,1
[24 37 34],2.0,7
[30 26 23],1.0,7
[59 56 49],1.0,9
[29 47 27],2.0,8
[45 69 29],1.0,3
[25 50 25],2.0,7
[69 65 29],1.0,3
[37 21 30],2.0,8
[25 28 49],1.0,9
[12 50 21],2.0,6
[51 49 57],1.0,9
[34 43 49],2.0,10
[64 59 46],1.0,3
[51 68 43],1.0,10
[47 44 47],2.0,10
[49 39 56],1.0,9
[46 27 27],2.0,8
[50 46 38],1.0,1
[21  5 14],1.0,0
[40  9 37],1.0,2
[39 32 28],1.0,8
[44 35 25],2.0,8
[34 53 42],1.0,9
[10 38 19],2.0,7
[61 32 49],1.0,9
[51 52 59],1.0,1
[50 27 31],2.0,5
[18 49 30],2.0,7
[68 63 34],1.0,3
[43 61 33],2.0,10
[38 70 51],1.0,3
[57 86 54],1.0,3
[38 45 26],1.0,10
[35 39 39],2.0,5
[55 61 44],1.0,9
[39 34 53],1.0,1
[73 63 43],1.0,3
[47 28 50],1.0,3
[39 49 28],1.0,10
[27 24 40],1.0,4
[38 20 33],2.0,8
[12 33 15],1.0,0
[75 37 45],2.0,3
[23 35 29],2.0,4
[58 43 35],1.0,10
[72 72 52],1.0,3
[63 19 44],1.0,2
[30 46 38],1.0,7
[48 74 41],1.0,3
[21 35 34],2.0,7
[50 40 61],1.0,1
[37 49 51],1.0,3
[38 34 38],1.0,1
[44 61 31],1.0,10
[27 29 37],1.0,4
[44 42 38],2.0,10
[35 72 45],1.0,3
[47 45 48],2.0,3
[55 53 32],1.0,2
[37 21 49],1.0,9
[37 49 36],1.0,8
[45 34 37],2.0,8
[50 81 33],1.0,3
[69 27 58],1.0,3
[24 39 37],2.0,7
[74 65 55],1.0,3
[42 45 42],2.0,10
[53 62 23],1.0,3
[30 40 34],2.0,1
[57 68 48],1.0,3
[53 46 62],1.0,1
[36 41 58],1.0,1
[30 23 35],1.0,4
[63 77 24],1.0,3
[ 9 41 29],1.0,6
[42 42 53],1.0,3
[37 41 33],2.0,8
[25 24 35],1.0,2
[37 18 29],2.0,8
[47 34 25],2.0,8
[62 70 51],1.0,3
[78 37 38],2.0,3
[28 43 33],1.0,5
[35 44 34],1.0,2
[22 35 27],1.0,6
[37 62 49],1.0,3
[36 34 45],1.0,1
[39 37 20],1.0,5
[41 51 31],2.0,1
[10 28 37],1.0,6
[51 28 35],1.0,3
[49 40 54],1.0,1
[44 40 43],2.0,10
[60 43 33],1.0,3
[52 46 36],1.0,3
[14 41 37],2.0,7
[34 44 37],1.0,2
[70 35 47],2.0,3
[ 9 25  6],1.0,0
[74 75 43],1.0,3
[41 32 38],2.0,10
[40 32 36],1.0,1
[47 27 45],1.0,10
[35 52 44],2.0,1
[35 44 21],1.0,5
[42 54 53],2.0,10
[15 38 29],1.0,6
[40 51 36],2.0,10
[57 53 56],1.0,9
[35 38 43],2.0,10
[62 16 33],1.0,2
[74 39 39],2.0,3
[16 45 19],2.0,7
[59 55 50],1.0,9
[37 29 39],1.0,9
[37 54 33],2.0,1
[22 24 23],2.0,4
[39 56 45],2.0,10
[60 53 57],1.0,3
[59 38 37],1.0,9
[18 32 27],1.0,6
[43 52 50],2.0,1
[64 32 49],2.0,3
[61 30 52],1.0,9
[37 47 30],1.0,9
[39 39 23],2.0,8
[38 16 24],1.0,4
[15 34 33],2.0,7
[39 53 29],1.0,2
[25  8 19],1.0,0
[37 32 40],2.0,10
[54 42 38],1.0,5
[47 47 34],1.0,3
[57 54 34],1.0,3
[23 51 32],1.0,6
[37 36 54],1.0,1
[59 45 38],1.0,3
[65 52 27],1.0,10
[38 50 35],2.0,10
[67 27 40],1.0,2
[36 42 23],1.0,8
[50 36 51],1.0,10
[50 60 29],1.0,10
[30 45 38],2.0,1
[43 42 42],1.0,9
[40 49 43],2.0,1
[38 53 28],1.0,9
[50 64 46],2.0,10
[49 33 32],1.0,1
[34 38 28],1.0,7
[43 31 33],2.0,8
[38 55 47],1.0,2
[40 22 21],1.0,8
[46 45 26],1.0,10
[33 57 45],2.0,1
[31 55 26],1.0,5
[43 50 32],2.0,10
[35 39 58],1.0,9
[43 28 36],2.0,8
[18 32 28],1.0,6
[46 24 45],1.0,2
[13 37 18],2.0,7
[46 31 37],1.0,4
[15 20 30],1.0,7
[66 46 38],1.0,9
[ 9 46 29],1.0,6
[37 20 30],2.0,8
[64 26 51],1.0,9
[35 39 34],2.0,1
[29 19 37],1.0,4
[39 47 36],1.0,8
[60 52 35],1.0,10
[53 24 35],1.0,9
[29 43 50],2.0,1
[55 32 42],1.0,2
[26 18 28],1.0,8
[55 46 50],1.0,9
[51 41 26],1.0,5
[69 31 42],2.0,3
[ 7 50 26],1.0,7
[74 35 58],1.0,3
[41 49 41],2.0,1
[56 24 45],1.0,2
[ 9 49 34],1.0,6
[51 50 50],1.0,1
[18 40 32],1.0,6
[61 44 28],1.0,10
[44 50 37],2.0,10
[73 32 58],1.0,3
[42 40 61],1.0,1
[37 41 30],1.0,9
[46 61 44],1.0,9
[49 50 30],1.0,3
[25 28 51],1.0,9
[44 46 39],2.0,10
[48 48 55],1.0,9
[20 40 28],2.0,7
[32 46 33],1.0,10
[51 49 43],1.0,2
[59 37 54],1.0,3
[38 23 28],2.0,8
[15 49 22],2.0,6
[69 31 29],1.0,3
[43 33 53],1.0,3
[32 27 33],2.0,4
[41 37 32],1.0,3
[65 51 32],1.0,10
[16 32 31],2.0,7
[61 27 55],1.0,1
[60 22 48],1.0,2
[76 49 36],1.0,3
[24 18 35],1.0,6
[28 38 32],2.0,7
[28 50 26],2.0,7
[56 48 59],1.0,9
[27 27 25],2.0,4
[34 46 17],1.0,5
[46 44 54],2.0,10
[22 48 27],2.0,7
[40 51 27],1.0,9
[15 48 34],1.0,7
[45 58 34],2.0,10
[46 58 29],1.0,3
[39 43 52],2.0,10
[24 22 31],1.0,7
[14 32 32],2.0,7
[41 35 31],1.0,10
[31 38 39],1.0,7
[48 29 49],1.0,10
[40 23 38],1.0,4
[40 60 36],2.0,1
[67 19 36],1.0,2
[41 61 38],2.0,10
[65 35 39],2.0,3
[30 46 36],1.0,9
[52 60 37],2.0,10
[31 34 22],1.0,8
[39 37 45],2.0,10
[46 24 41],1.0,4
[51 54 29],1.0,2
[11 20 34],1.0,6
[74 49 39],1.0,10
[62 22 50],1.0,9
[35 45 45],2.0,1
[23 20 15],1.0,7
[42 55 41],2.0,10
[38 50 49],1.0,3
[56 54 29],1.0,10
[33 35 31],1.0,7
[30 35 32],2.0,4
[70 40 44],1.0,10
[64 53 39],1.0,10
[63 43 57],1.0,1
[40 39 26],1.0,3
[34 50 36],1.0,7
[35 40 35],2.0,1
[76 69 49],1.0,3
[22 47 25],2.0,7
[66 48 55],1.0,9
[40 36 27],1.0,9
[31 51 26],2.0,7
[44 17 40],2.0,2
[12 32 18],1.0,0
[26 20 39],1.0,7
[34 49 27],2.0,7
[49 35 35],1.0,1
[21 47 33],2.0,7
[27 40 55],1.0,9
[40 27 38],2.0,8
[49 23 40],1.0,4
[46 26 27],1.0,1
[35 50 38],2.0,1
[50 30 24],1.0,4
[42 53 58],1.0,1
[46 53 41],2.0,10
[52 34 47],1.0,9
[65 56 53],1.0,3
[14 43 31],2.0,7
[48 67 38],1.0,3
[47 49 45],2.0,10
[23 34 16],1.0,0
[59 76 54],1.0,3
[42 44 38],2.0,3
[39 34 46],1.0,1
[41 38 33],1.0,10
[47 31 51],1.0,3
[37 21 21],1.0,8
[42 17 40],2.0,2
[57 28 34],1.0,3
[41 35 39],2.0,8
[29 31 45],1.0,9
[45 40 17],1.0,5
[78 58 42],1.0,3
[31 45 44],1.0,10
[38 50 46],1.0,3
[30 47 35],2.0,8
[42 36 23],1.0,5
[40 50 31],1.0,8
[67 67 31],1.0,3
[35 46 37],2.0,1
[48 43 55],1.0,3
[44 62 51],1.0,3
[37 45 58],1.0,3
[64 46 40],1.0,3
[ 9 27 25],2.0,6
[58 51 60],1.0,3
[16 52 34],1.0,7
[31 24 30],2.0,4
[41 38 49],1.0,9
[16 21 31],1.0,7
[40 24 50],1.0,1
[25 29 26],2.0,4
[72 42 41],1.0,3
[33 23 31],2.0,4
[42 53 48],1.0,2
[30 18 29],2.0,8
[61 74 24],1.0,3
[40 28 26],1.0,5
[25 44 37],1.0,9
[44 54 22],1.0,5
[58 50 48],1.0,1
[63 20 45],1.0,2
[60 52 30],1.0,10
[48 56 47],2.0,10
[44 20 32],2.0,5
[49 27 25],1.0,1
[43 53 33],2.0,1
[33 31 64],1.0,1
[14 12 10],1.0,0
[70 83 53],1.0,3
[37 39 39],2.0,10
[63 32 41],1.0,2
[13 38 29],2.0,7
[50 25 60],1.0,1
[44 25 32],1.0,1
[22 18 19],1.0,7
[25 52 42],1.0,6
[45 58 54],1.0,1
[43 49 33],2.0,10
[67 39 46],1.0,10
[19 51 32],1.0,6
[61 38 30],1.0,9
[ 9 34 25],2.0,7
[66 85 46],1.0,3
[52 29 32],1.0,3
[ 8 29 19],1.0,7
[49 51 27],1.0,5
[40 50 46],2.0,1
[39 61 33],1.0,3
[53 49 36],1.0,5
[21 37 34],2.0,7
[39 44 32],1.0,2
[51 27 26],1.0,5
[19 50 24],2.0,7
[34 17 39],1.0,4
[ 9 17 24],1.0,7
[71 33 54],1.0,3
[41 23 43],2.0,2
[29 20 41],1.0,4
[36 53 45],2.0,10
[40 50 39],2.0,10
[28 52 28],2.0,7
[40 25 41],1.0,9
[33 35 25],1.0,1
[22 25 44],1.0,6
[33 36 28],1.0,2
[40 42 35],2.0,8
[22 55 26],2.0,7
[50 52 19],1.0,5
[40 50 60],1.0,1
[35 25 34],1.0,7
[48 51 49],1.0,3
[32 31 25],1.0,4
[39 29 18],1.0,8
[62 56 46],1.0,3
[70 27 48],1.0,2
[64 39 41],2.0,3
[49 11 33],1.0,2
[38 23 37],2.0,8
[33 37 51],2.0,10
[14  9  7],1.0,0
[77 55 41],1.0,3
[54 52 33],1.0,3
[45 24 49],1.0,1
[26 47 36],1.0,6
[36 27 41],1.0,1
[76 48 45],1.0,3
[41 50 35],1.0,2
[18 39 25],2.0,6
[66 80 50],1.0,3
[66 40 37],1.0,3
[31 25 25],1.0,7
[69 76 40],1.0,3
[39 19 58],1.0,9
[37 45 30],2.0,8
[25 45 47],1.0,6
[72 51 33],1.0,10
[47 31 36],1.0,1
[61 31 58],1.0,9
[17 32 41],1.0,6
[73 61 37],1.0,3
[36 28 43],1.0,10
[39 52 32],1.0,10
[57 36 32],1.0,2
[32 58 34],1.0,3
[44 27 18],1.0,8
[35 44 37],2.0,8
[41 19 57],1.0,9
[65 29 28],1.0,9
[43 65 26],1.0,3
[18 29 11],1.0,0
[23 47 31],1.0,6
[51 21 46],1.0,2
[40 41 35],2.0,8
[20 26 40],1.0,6
[58 76 31],1.0,3
[63 38 45],1.0,9
[29 20 47],1.0,6
[61 55 47],1.0,10
[43 55 28],1.0,10
[55 65 38],1.0,10
[50 18 32],1.0,2
[58 22 47],1.0,9
[30 29 57],1.0,9
[70 38 59],1.0,9
[61 59 40],1.0,10
[30 56 35],1.0,3
[19 17 44],1.0,6
[31 31 33],1.0,9
[39 41 54],2.0,10
[31 39 36],1.0,2
[16 21 44],1.0,6
[56 58 31],1.0,2
[ 3 41 28],1.0,6
[42 41 40],1.0,2
[28 42 51],1.0,9
[62 41 56],1.0,1
[68 47 48],1.0,2
[41 21 28],2.0,8
[18 50 39],1.0,7
[ 5 38 43],1.0,6
[75 47 59],1.0,3
[52 35 28],1.0,9
[49 26 61],1.0,1
[24 20 16],1.0,0
[47 44 56],1.0,3
[52 45 22],1.0,5
[58 32 60],1.0,1
[54 72 34],1.0,3
[37 29 30],1.0,9
[21 35  9],1.0,0
[37 21 23],2.0,8
[42 26 26],1.0,5
[42 28 29],2.0,8
[33 50 40],1.0,9
[31 37 25],1.0,4
[29 45 41],1.0,9
[63 62 36],1.0,10
[56 86 41],1.0,3
[33 52 54],1.0,9
[53 39 48],2.0,3
[24 40 27],2.0,7
[61 19 51],1.0,9
[33 24 40],1.0,4
[26 50 43],2.0,1
[38 16 30],1.0,7
[35 23 47],1.0,2
[51 41 44],2.0,3
[42 31 51],1.0,3
[45 32 52],1.0,10
[51 46 30],1.0,3
[40 55 35],2.0,10
[33 48 52],1.0,10
[36 38 40],1.0,2
[57 22 45],1.0,9
[18 49 37],1.0,7
[41 16 27],1.0,8
[39 57 57],1.0,1
[57 87 40],1.0,3
[13 45 42],1.0,6
[35 43 41],1.0,2
[36 49 54],1.0,10
[55 51 30],1.0,3
[49 38 30],1.0,2
[44 31 32],2.0,5
[52 15 49],1.0,1
[75 40 37],1.0,10
[33 51 57],1.0,1
[71 40 37],1.0,10
[66 18 37],1.0,2
[80 34 34],1.0,3
[60 18 26],1.0,2
[47 33 32],1.0,8
[43 52 40],2.0,10
[60 45 51],1.0,1
[23 48 40],1.0,6
[44 55 44],2.0,1
[37 45 38],1.0,9
[36 22 34],2.0,8
[19 30 41],1.0,4
[47 40 44],1.0,9
[40 30 24],2.0,8
[65 27 57],1.0,9
[36 40 58],1.0,1
[36 23 28],1.0,8
[42 28 32],1.0,4
[31 21 27],1.0,8
[37 58 50],1.0,3
[10 44 21],2.0,7
[41 23 33],1.0,7
[78 37 47],2.0,3
[70 41 47],1.0,3
[23 48 22],2.0,7
[36 58 34],1.0,5
[35 37 28],1.0,9
[70 58 37],1.0,10
[72 69 48],1.0,3
[34 23 25],1.0,8
[16 45 38],1.0,7
[35 47 29],1.0,5
[77 63 48],1.0,3
[37 54 46],1.0,2
[63 51 52],1.0,9
[49 61 47],1.0,3
[68 44 37],1.0,3
[43 38 55],1.0,3
[15 30 20],1.0,0
[46 14 36],1.0,4
[67 19 46],1.0,9
[54 36 29],1.0,3
[32 31 35],2.0,5
[65 52 49],1.0,3
[26 44 43],2.0,1
[15 18 34],1.0,7
[30 43 32],2.0,7
[48 36 27],1.0,2
[62 47 47],1.0,2
[66 56 44],1.0,10
[21 19  0],1.0,0
[40 45 48],2.0,1
[37 37 17],1.0,5
[35 13 32],1.0,8
[50 70 57],1.0,3
[51 61 44],2.0,10
[49 35 48],1.0,9
[38 18 26],2.0,8
[46 37 47],2.0,10
[60 28 50],1.0,1
[53 45 34],1.0,3
[48 59 48],1.0,9
[16 45 45],1.0,6
[62 37 52],1.0,9
[ 9 52 37],1.0,6
[48 61 46],2.0,10
[53 40 43],2.0,3
[53 23 41],1.0,1
[ 9 38 26],2.0,7
[55 50 26],1.0,10
[26 41 27],2.0,7
[76 54 51],1.0,3
[32 33 23],1.0,8
[32 42 31],1.0,9
[64 83 59],1.0,3
[43 43 47],2.0,1
[48 60 55],1.0,3
[44 60 39],2.0,10
[34 32 33],1.0,9
[14 17  1],1.0,0
[49 28 22],1.0,5
[31 31 50],1.0,9
[41 28 33],1.0,9
[31 39 38],2.0,5
[70 38 26],1.0,10
[45 59 45],2.0,10
[49 55 56],1.0,3
[17 27 46],1.0,6
[29 25 31],2.0,4
[56 26 31],1.0,5
[48 64 32],1.0,10
[29 42 26],2.0,7
[27 54 34],1.0,8
[64 58 33],1.0,3
[42 64 26],1.0,3
[11 35 28],1.0,6
[59 75 30],1.0,3
[30 30 34],1.0,1
[37 19 41],2.0,2
[40 31 17],1.0,5
[30 51 38],1.0,8
[36 36 37],2.0,10
[62 81 47],1.0,3
[21 44 26],2.0,7
[24 39 20],1.0,0
[59 20 42],1.0,9
[52 46 29],1.0,10
[39 43 20],1.0,5
[54 50 61],1.0,1
[52 45 23],1.0,2
[40 38 34],2.0,8
[24 50 36],1.0,4
[74 53 51],1.0,3
[35 38 37],1.0,7
[69 28 40],2.0,3
[37 56 33],1.0,5
[39 43 32],1.0,10
[34 52 34],2.0,1
[33 23 57],1.0,9
[54 52 38],1.0,1
[58 42 26],1.0,10
[40 46 43],2.0,1
[41 66 38],1.0,3
[40  9 34],1.0,4
[63 40 46],2.0,3
[67 55 53],1.0,3
[42 40 34],2.0,10
[27 52 32],1.0,7
[44 52 57],1.0,3
[20 35 27],2.0,7
[25 49 34],1.0,6
[74 74 46],1.0,3
[35 20 41],1.0,4
[19 47 26],2.0,7
[56 37 53],1.0,1
[71 34 46],2.0,3
[34 28 26],1.0,2
[62 45 43],1.0,10
[33 53 43],1.0,2
[43 36 38],2.0,10
[64 51 39],1.0,3
[46 44 47],1.0,9
[40 59 51],2.0,10
[69 66 47],1.0,3
[55 32 53],1.0,9
[77 57 39],1.0,3
[45 45 27],1.0,10
[42 23 24],2.0,8
[41 64 49],2.0,10
[33 53 49],1.0,9
[46 54 38],2.0,10
[54 35 31],1.0,2
[44 45 35],1.0,3
[65 86 56],1.0,3
[54 34 34],1.0,9
[78 30 37],2.0,3
[58 43 42],1.0,2
[38 42 26],1.0,2
[30 20 35],1.0,4
[54 54 33],1.0,2
[68 28 33],1.0,3
[30 34 31],1.0,9
[39 21 23],2.0,8
[53 44 43],1.0,2
[10 31 34],1.0,6
[66 57 36],1.0,3
[70 41 40],1.0,10
[51 42 48],2.0,10
[53 32 28],1.0,3
[43 23 36],2.0,5
[35 38 24],1.0,2
[57 82 43],1.0,3
[52 42 47],2.0,10
[60 37 24],1.0,3
[35 49 31],2.0,1
[46 48 35],1.0,4
[80 36 39],2.0,3
[45 47 25],1.0,5
[47 63 36],2.0,10
[35 42 48],2.0,10
[44 23 30],1.0,4
[59 27 41],1.0,2
[61 52 33],1.0,2
[39 29 38],1.0,10
[64 39 43],2.0,3
[43 37 58],1.0,1
[46 40 32],2.0,10
[38 43 43],1.0,9
[52 51 39],2.0,10
[35 18 24],2.0,8
[18 33 19],2.0,7
[53 46 26],1.0,3
[29 39 26],2.0,7
[46 78 48],1.0,3
[66 22 46],1.0,2
[14 25 10],1.0,0
[18 50 37],1.0,7
[52 75 54],1.0,3
[ 6 33 21],1.0,7
[58 37 43],2.0,3
[43 41 28],1.0,4
[62 69 52],1.0,3
[31 43 25],1.0,8
[42 41 50],1.0,1
[71 38 43],2.0,3
[45 23 34],2.0,5
[60 27 56],1.0,3
[46 42 40],2.0,10
[66 44 32],1.0,3
[ 7 42 21],2.0,6
[23 32 20],1.0,0
[46 48 31],1.0,9
[49 56 47],2.0,10
[58 74 45],1.0,3
[27 40 31],2.0,7
[28 41 42],1.0,2
[19 25 24],2.0,7
[55 62 59],1.0,3
[42 32 26],2.0,8
[59 29 46],1.0,1
[77 28 34],1.0,3
[17 25  4],1.0,0
[53 59 36],2.0,10
[44 50 37],1.0,3
[51 38 42],1.0,1
[18 11 18],2.0,0
[21 49 38],1.0,6
[37 30 30],1.0,2
[47 63 41],1.0,3
[48 45 28],1.0,2
[42 21 37],1.0,4
[26 36 55],1.0,9
[25 33 34],2.0,4
[53 41 36],2.0,3
[50 22 58],1.0,9
[21 56 41],1.0,6
[42 31 41],1.0,9
[47 62 41],1.0,3
[29 54 50],1.0,3
[47 46 28],1.0,10
[50 72 45],1.0,3
[42 41 38],2.0,10
[41 50 56],1.0,3
[14 38 26],2.0,7
[47 21 44],1.0,9
[48 76 43],1.0,3
[ 5 28 26],1.0,6
[48 40 57],1.0,3
[27 36 25],2.0,7
[18 27 34],1.0,6
[22 28 40],1.0,4
[44 29 33],1.0,10
[13 26 24],2.0,7
[73 47 39],1.0,3
[34 36 36],1.0,7
[48 46 38],2.0,10
[23 39 26],2.0,4
[34 60 38],1.0,10
[16 17 44],1.0,6
[38 53 60],1.0,1
[48 33 31],1.0,4
