index_of_pixel,label,source_of_pixel
[38 22 39],1.0,4
[52 41 42],2.0,3
[25 25 37],1.0,7
[17 35 25],2.0,7
[29 40 31],2.0,7
[37 43 32],1.0,9
[56 60 39],1.0,3
[47 43 51],2.0,3
[50 65 37],2.0,10
[25 32 28],2.0,7
[26 47 16],2.0,7
[37 43 31],2.0,8
[26 45 39],2.0,1
[40 40 27],2.0,8
[20 37 27],2.0,7
[43 35 39],2.0,10
[30 38 30],2.0,7
[55 47 31],1.0,10
[35 35 22],1.0,8
[14 35 25],2.0,7
[24 35 40],1.0,4
[48 58 47],2.0,10
[31 23 24],1.0,8
[69 34 57],1.0,3
[45 33 24],1.0,5
[47 30 25],1.0,5
[36 45 27],2.0,8
[26 17 29],1.0,8
[43 52 38],2.0,10
[14 40 27],2.0,7
[21 39 21],2.0,7
[62 22 50],1.0,9
[30 53 36],2.0,1
[23 50 38],1.0,7
[62 60 28],1.0,3
[66 39 47],1.0,2
[42 57 38],1.0,9
[50 47 30],1.0,4
[38 69 35],1.0,3
[60 35 40],1.0,2
[38 36 40],2.0,10
[52 48 28],1.0,3
[61 57 52],1.0,10
[51 64 37],1.0,3
[30 36 43],1.0,10
[19 33 25],1.0,0
[13 31 21],1.0,6
[42 34 27],1.0,3
[37 69 41],1.0,3
[19 13 25],1.0,7
[37 24 55],1.0,9
[64 80 39],1.0,3
[79 36 41],2.0,3
[67 45 51],1.0,9
[30 20 20],1.0,7
[12 34 45],1.0,6
[74 37 44],2.0,3
[45 71 55],1.0,3
[63 79 33],1.0,3
[52 48 45],2.0,10
[60 60 25],1.0,3
[46 46 53],2.0,10
[45 59 24],1.0,3
[47 50 28],1.0,10
[ 9 36 31],2.0,7
[51 49 42],2.0,10
[43 48 33],2.0,1
[26 24 33],1.0,6
[28 20 31],1.0,6
[21 45 18],2.0,7
[37 58 38],1.0,3
[71 44 40],1.0,10
[19 37 20],2.0,7
[51 78 60],1.0,3
[32 38 60],1.0,3
[23 46 27],2.0,7
[20 46 34],2.0,7
[37 48 47],1.0,3
[28 45 25],1.0,8
[45 56 30],1.0,10
[28 22 40],1.0,4
[48 41 50],2.0,10
[25 34 29],2.0,7
[23 22 24],2.0,4
[35 39 51],2.0,10
[30 44 26],1.0,8
[34 52 45],2.0,1
[14 41 39],1.0,7
[36 20 33],2.0,8
[37 35 24],1.0,8
[46 42 48],2.0,10
[59 33 38],2.0,3
[18 32 31],1.0,6
[29 48 25],1.0,5
[43 36 49],2.0,10
[76 38 44],2.0,3
[41 51 56],1.0,1
[37 30 24],1.0,5
[44 13 40],2.0,2
[46 78 35],1.0,3
[38 45 41],2.0,3
[16 31 25],2.0,7
[52 47 32],1.0,3
[49 52 28],1.0,10
[38 15 33],1.0,8
[25 33 33],2.0,7
[48 50 44],2.0,10
[53 44 39],2.0,10
[32 44 36],2.0,1
[20 38 39],1.0,7
[ 9 39 33],2.0,7
[38 55 35],1.0,2
[27 22 43],1.0,9
[32 22 54],1.0,9
[42 65 48],1.0,3
[34 53 34],1.0,10
[62 44 49],1.0,2
[56 40 27],1.0,2
[71 30 41],2.0,3
[75 59 55],1.0,3
[74 60 57],1.0,3
[ 9 45 40],1.0,6
[57 26 51],1.0,3
[79 63 45],1.0,3
[39 72 60],1.0,3
[25 41 25],2.0,7
[26 44 31],2.0,7
[39 50 43],2.0,1
[43 24 37],2.0,8
[58 34 33],1.0,3
[35 51 58],1.0,1
[39 33 26],1.0,5
[39 73 36],1.0,3
[52 31 27],1.0,5
[47 50 37],2.0,10
[15 35 25],2.0,7
[33 57 46],2.0,1
[15 39 20],2.0,7
[16 52 27],2.0,7
[17 48 39],1.0,6
[57 58 37],1.0,10
[46 37 45],2.0,10
[44 57 28],1.0,10
[48 57 48],2.0,10
[77 33 46],2.0,3
[50 65 25],1.0,3
[43 68 46],1.0,3
[34 39 35],1.0,10
[32 43 45],2.0,1
[51 54 44],2.0,10
[48 30 23],1.0,5
[24 40 24],2.0,7
[45 48 28],1.0,10
[35 31 56],1.0,1
[47 49 26],1.0,2
[73 52 44],1.0,3
[38 77 60],1.0,3
[34 40 58],1.0,3
[28 41 35],2.0,7
[22 44 36],2.0,7
[35 47 46],2.0,1
[45 62 35],2.0,10
[45 47 47],2.0,10
[32 45 35],1.0,3
[27 44 49],1.0,9
[43 57 45],2.0,1
[35 23 41],1.0,4
[22 50 34],1.0,7
[27 44 50],1.0,9
[17 43 29],2.0,7
[40 56 56],1.0,1
[43 50 48],2.0,1
[55 26 45],1.0,3
[33 42 51],1.0,3
[52 45 45],2.0,10
[36 17 40],2.0,2
[31 44 45],2.0,1
[51 31 54],1.0,3
[36 47 44],2.0,1
[25 49 34],1.0,7
[33 45 56],1.0,1
[79 37 40],2.0,3
[39 44 45],2.0,1
[59 48 59],1.0,1
[30 38 35],2.0,5
[39 23 25],2.0,4
[10 37 38],1.0,6
[38 56 45],2.0,10
[ 8 31 33],1.0,7
[61 22 47],1.0,2
[63 31 48],2.0,3
[39 56 46],2.0,10
[54 75 44],1.0,3
[59 36 43],1.0,2
[49 37 51],2.0,3
[83 35 57],1.0,3
[ 8 30 27],2.0,7
[56 27 39],2.0,3
[23 22 21],1.0,7
[40 44 22],1.0,5
[25 34 45],1.0,1
[15 50 18],2.0,7
[27 45 25],1.0,1
[25 21 25],2.0,4
[44 74 43],1.0,3
[69 42 37],1.0,3
[41 55 47],2.0,10
[66 39 41],2.0,3
[54 37 56],1.0,3
[44 54 38],1.0,5
[45 51 50],1.0,9
[ 8 31 24],2.0,7
[46 41 29],1.0,5
[46 31 45],1.0,1
[28 48 36],1.0,2
[20 34 26],2.0,4
[55 82 53],1.0,3
[70 45 42],1.0,3
[18 48 21],2.0,6
[50 42 30],1.0,3
[55 31 30],1.0,2
[43 46 57],1.0,9
[66 35 46],2.0,3
[ 7 30 28],2.0,7
[36 21 34],2.0,5
[71 71 41],1.0,3
[14 41 21],1.0,6
[60 48 49],2.0,10
[40 50 54],2.0,10
[40 52 17],1.0,5
[59 45 40],1.0,2
[28 45 34],2.0,1
[10 32 22],2.0,7
[40 63 47],2.0,10
[ 6 36 32],1.0,7
[ 9 31 33],1.0,7
[49 21 53],1.0,1
[24 28 37],1.0,2
[66 74 48],1.0,3
[46 78 45],1.0,3
[32 50 31],1.0,5
[53 53 24],1.0,2
[45 64 49],2.0,10
[ 9 37 41],1.0,6
[23 17 14],1.0,0
[47 22 31],2.0,5
[14 32 25],2.0,6
[66 51 34],1.0,10
[58 57 46],1.0,2
[53 33 47],2.0,3
[39 25 33],2.0,5
[10 51 28],2.0,7
[73 54 33],1.0,3
[29 36 35],2.0,5
[53 68 44],1.0,3
[ 7 31 23],2.0,7
[61 37 47],2.0,3
[14 12  2],1.0,0
[39 23 32],2.0,5
[47 35 42],2.0,3
[59 44 50],2.0,10
[37 38 30],1.0,7
[28 44 35],1.0,4
[31 35 35],1.0,1
[73 28 51],2.0,3
[45 63 48],1.0,3
[67 79 41],1.0,3
[30 51 20],2.0,7
[44 62 51],2.0,10
[73 53 34],1.0,3
[23 32 34],1.0,6
[30 32 50],1.0,1
[ 9 34 22],2.0,7
[ 8 40 40],1.0,6
[48 38 40],1.0,2
[67 45 50],1.0,3
[49 43 32],1.0,3
[20 43 29],1.0,6
[67 28 58],1.0,3
[39 29 32],1.0,2
[15 20  7],1.0,0
[40 35 33],2.0,8
[34 50 47],2.0,10
[49 43 60],1.0,3
[64 24 29],1.0,9
[54 73 46],1.0,3
[59 76 58],1.0,3
[40 39 47],2.0,3
[75 31 53],2.0,3
[64 53 52],1.0,9
[51 37 53],2.0,3
[52 41 38],2.0,3
[48 59 45],1.0,3
[ 8 20 39],1.0,6
[21 19 15],1.0,7
[66 48 39],1.0,10
[48 56 34],1.0,3
[21 26 38],1.0,7
[50 44 32],1.0,5
[10 18 24],1.0,7
[51 30 35],2.0,5
[10 29 23],2.0,7
[31 27 38],2.0,5
[59 43 51],2.0,10
[57 35 53],2.0,3
[52 32 38],2.0,5
[ 8 29 39],1.0,6
[28 38 38],2.0,5
[61 30 43],2.0,3
[60 47 41],1.0,10
[19 23  9],1.0,0
[41 54 54],2.0,10
[52 25 38],2.0,5
[39 43 32],1.0,3
[50 45 32],1.0,5
[14 18 30],1.0,7
[41 24 32],2.0,5
[12 22  0],1.0,0
[35 34 37],2.0,5
[43 51 17],1.0,5
[57 22 37],1.0,2
[33 45 48],2.0,10
[44 46 33],1.0,3
[61 35 32],1.0,3
[51 40 32],1.0,4
[67 31 47],2.0,3
[40 61 46],2.0,10
[51 69 40],1.0,3
[47 22 38],2.0,5
[38 55 40],2.0,10
[ 7 26 29],1.0,6
[44 35 57],1.0,1
[47 34 38],2.0,5
[44 33 37],2.0,5
[34 29 34],2.0,5
[77 33 31],1.0,3
[54 31 43],1.0,2
[31 10 34],1.0,4
[55 71 30],1.0,3
[31 41 26],1.0,5
[68 25 52],2.0,3
[67 46 42],1.0,9
[43 35 35],1.0,3
[21 54 21],1.0,6
[35 32 39],1.0,7
[14 25  7],1.0,0
[59 39 27],1.0,9
[63 50 45],1.0,10
[32 26 26],1.0,7
[48 40 58],1.0,3
[41 26 28],1.0,5
[65 13 38],1.0,2
[49 44 38],2.0,3
[16 41 47],1.0,6
[42 53 30],2.0,1
[61 57 35],1.0,10
[63 49 48],1.0,2
[39 35 38],2.0,8
[49 15 36],2.0,2
[63 39 51],1.0,9
[14 28 43],1.0,6
[38 52 32],1.0,3
[18 52 21],1.0,6
[35 27 21],1.0,5
[54 45 29],1.0,3
[70 36 54],1.0,3
[48 78 41],1.0,3
[27 29 39],1.0,7
[28 34 16],2.0,7
[60 47 52],2.0,10
[66 70 39],1.0,3
[64 29 45],2.0,3
[33 51 33],1.0,9
[42 39 58],1.0,1
[61 31 51],2.0,3
[50 42 32],1.0,5
[ 8 29 30],2.0,7
[50 34 47],2.0,3
[62 39 44],2.0,3
[40 61 41],2.0,10
[42 17 33],1.0,8
[62 64 58],1.0,3
[70 37 49],2.0,3
[31 32 26],2.0,7
[38 24 39],2.0,2
[48 72 34],1.0,3
[42 60 42],1.0,2
[43 64 47],2.0,10
[31 54 25],1.0,5
[21 36 40],1.0,6
[31 32 24],2.0,7
[38 59 42],2.0,10
[55 25 35],2.0,5
[76 34 53],2.0,3
[54 37 49],2.0,3
[35 47 39],2.0,10
[20 42 44],1.0,6
[40 43 21],1.0,5
[72 44 50],1.0,10
[47 84 49],1.0,3
[49 24 26],1.0,5
[11 25 45],1.0,6
[63 48 42],1.0,2
[23 20 33],1.0,7
[46 23 31],2.0,5
[35 24 32],2.0,5
[49 60 40],1.0,1
[58 52 27],1.0,9
[42 22 35],2.0,5
[45 25 35],2.0,5
[51 28 39],2.0,3
[41 40 25],1.0,5
[22 55 33],1.0,6
[30 41 17],2.0,7
[61 35 53],2.0,3
[27 41 50],1.0,9
[42 38 45],2.0,3
[51 32 39],2.0,5
[28 56 26],2.0,7
[54 57 39],1.0,3
[28 43 40],1.0,9
[40 58 51],2.0,10
[36 52 49],1.0,9
[75 61 57],1.0,3
[13 46 18],2.0,7
[52 26 37],2.0,5
[ 9 22 45],1.0,6
[33 39 22],1.0,5
[67 48 43],1.0,2
[74 38 48],2.0,3
[66 46 47],1.0,3
[36 30 35],1.0,7
[54 31 54],1.0,3
[63 40 39],1.0,10
[45 15 49],1.0,2
[14 23  3],1.0,0
[52 56 43],1.0,3
[69 54 26],1.0,3
[51 55 36],1.0,9
[43 68 30],1.0,3
[63 38 55],1.0,3
[30 51 26],1.0,5
[49 55 36],1.0,5
[53 20 23],1.0,4
[47 42 30],1.0,5
[29 30 39],1.0,7
[64 43 26],1.0,3
[45 48 27],1.0,3
[17 25 44],1.0,6
[40 79 45],1.0,3
[14 23  0],1.0,0
[69 73 42],1.0,3
[62 52 49],1.0,3
[59 50 37],1.0,3
[11 41 45],1.0,6
[44 46 65],1.0,1
[45 22 54],1.0,9
[58 39 29],1.0,2
[38 44 39],1.0,9
[14 24 33],1.0,7
[52 34 44],2.0,3
[33 22 19],1.0,8
[60 60 26],1.0,3
[24 44 16],2.0,7
[39 57 24],1.0,5
[59 77 49],1.0,3
[43 39 25],1.0,5
[42 37 35],1.0,3
[51 49 29],1.0,5
[18 40 43],1.0,6
[38 31 55],1.0,9
[56 26 24],1.0,5
[74 50 33],1.0,3
[35 28 29],1.0,5
[72 51 33],1.0,3
[47 48 37],1.0,5
[42 33 36],2.0,8
[63 43 54],1.0,9
[29 18 37],1.0,4
[29 20 27],2.0,4
[42 27 38],2.0,5
[41 40 22],1.0,5
[61 41 26],1.0,3
[29 35 17],2.0,7
[31 53 39],1.0,9
[56 40 51],2.0,3
[40 27 27],1.0,4
[48 44 27],1.0,9
[60 59 52],1.0,10
[63 79 36],1.0,3
[12 47 22],2.0,7
[54 28 34],2.0,5
[45 34 17],1.0,5
[17 17  5],1.0,0
[31 37 40],1.0,10
[37 57 37],2.0,10
[76 21 39],1.0,3
[59 35 44],2.0,3
[32 37 48],2.0,10
[23 29 22],2.0,7
[29 45 33],2.0,1
[10 33 34],2.0,7
[42 55 35],1.0,5
[43 37 38],1.0,1
[74 23 49],2.0,3
[41 24 42],2.0,2
[23 27 29],1.0,8
[30 23 38],1.0,9
[29 30 30],2.0,7
[49 33 36],2.0,5
[40 45 53],2.0,10
[26 52 24],2.0,7
[57 36 46],2.0,3
[70 37 53],2.0,3
[19 11 17],2.0,0
[27 16 35],2.0,8
[63 46 38],1.0,2
[62 52 46],1.0,9
[22 52 18],2.0,7
[67 59 40],1.0,3
[ 7 27 26],2.0,7
[50 44 51],2.0,3
[19 39 37],1.0,6
[55 52 54],2.0,10
[52 81 47],1.0,3
[33 41 27],1.0,9
[36 48 31],1.0,5
[55 39 29],1.0,3
[42 17 28],2.0,8
[71 24 47],2.0,3
[68 71 59],1.0,3
[77 48 34],1.0,3
[58 53 34],1.0,2
[29 39 17],2.0,7
[ 5 34 30],1.0,6
[56 72 45],1.0,3
[27  9 18],1.0,0
[16 27 35],1.0,7
[60 80 37],1.0,3
[54 39 54],1.0,3
[37 55 32],1.0,10
[62 30 41],2.0,3
[17 35 17],2.0,7
[51 43 42],2.0,3
[52 35 38],2.0,5
[ 6 27 28],2.0,7
[43 37 53],2.0,10
[60 49 40],1.0,10
[66 40 49],1.0,3
[33 42 16],2.0,7
[60 35 37],2.0,9
[40 43 29],1.0,9
[73 34 31],1.0,3
[36 46 56],1.0,3
[20 37 25],2.0,4
[35 54 36],1.0,9
[59 56 40],1.0,3
[37 43 51],2.0,10
[59 52 28],1.0,10
[61 38 31],1.0,3
[31 24 45],1.0,1
[36 44 25],2.0,7
[40 20 36],2.0,5
[18 33 32],1.0,6
[17 53 26],2.0,7
[39 57 53],2.0,10
[32 42 54],1.0,9
[25 15 33],1.0,7
[18 33 18],2.0,7
[43 27 39],2.0,5
[22 43 28],2.0,4
[39 25 29],1.0,5
[11 21 12],1.0,0
[46 39 28],1.0,4
[78 56 46],1.0,3
[34 29 38],1.0,7
[13 35 38],1.0,6
[57 23 45],1.0,1
[63 49 44],1.0,10
[64 79 37],1.0,3
[12 20 31],1.0,7
[48 32 18],1.0,8
[46 56 40],1.0,2
[43 33 26],1.0,4
[51 43 23],1.0,4
[49 79 53],1.0,3
[61 55 50],1.0,3
[58 50 41],1.0,3
[50 80 43],1.0,3
[30 56 35],1.0,5
[65 69 43],1.0,3
[67 82 50],1.0,3
[39 45 49],1.0,9
[ 5 37 31],1.0,6
[30 21 21],1.0,8
[77 34 56],1.0,3
[79 30 32],1.0,3
[31 47 42],1.0,2
[32 43 44],1.0,9
[23 21 44],1.0,6
[56 18 51],1.0,1
[58 69 52],1.0,3
[32 34 34],1.0,9
[46 19 56],1.0,9
[11 18  9],1.0,0
[18 16  4],1.0,0
[53 35 59],1.0,3
[41 44 51],1.0,9
[40 40 26],1.0,5
[58 21 32],1.0,2
[38 27 34],1.0,2
[37 50 43],2.0,10
[52 24 39],1.0,2
[29 44 41],1.0,9
[43 63 40],1.0,3
[44 74 32],1.0,3
[50 44 30],1.0,5
[45 27 54],1.0,9
[16 12 19],2.0,0
[69 26 54],1.0,3
[74 24 47],2.0,3
[45 54 33],1.0,5
[16 17  1],1.0,0
[30 17 34],2.0,8
[47 30 30],1.0,8
[46 20 47],1.0,1
[36 33 52],2.0,10
[71 36 53],2.0,3
[38 31 39],2.0,5
[33 48 39],1.0,2
[75 48 39],1.0,10
[50 57 37],1.0,3
[25 24 32],1.0,7
[20 36 25],2.0,6
[17 24 46],1.0,6
[41 40 29],1.0,5
[22 38 43],1.0,6
[17 16  1],1.0,0
[43 18 28],2.0,8
[56 61 41],1.0,10
[53 32 21],1.0,5
[24 34 47],1.0,6
[35 25 35],2.0,5
[30 52 46],1.0,9
[57 46 38],1.0,3
[17 32  2],1.0,0
[ 9 31 36],1.0,7
[43 28 26],1.0,2
[36 42 33],1.0,4
[69 36 33],1.0,9
[ 8 33 27],2.0,7
[42 43 32],2.0,10
[52 58 26],1.0,10
[33 46 38],1.0,3
[50 42 45],1.0,1
[45 45 32],1.0,5
[47 25 22],1.0,2
[24 37 23],2.0,4
[21 23 17],1.0,7
[45 45 31],1.0,2
[61 53 35],1.0,10
[32 48 41],1.0,4
[34 46 45],1.0,3
[24 42 24],2.0,4
[60 70 31],1.0,3
[36 52 50],2.0,10
[51 35 59],1.0,9
[14 28 36],1.0,7
[42 37 45],2.0,3
[32 22 29],2.0,4
[47 68 47],2.0,10
[20 47 15],2.0,7
[55 29 45],2.0,3
[69 39 45],2.0,3
[48 69 47],2.0,10
[27 23 23],2.0,4
[39 50 52],2.0,10
[40 37 35],2.0,1
[50 29 36],2.0,5
[60 44 53],2.0,10
[75 24 44],2.0,3
[35 45 25],2.0,7
[11 34 15],2.0,7
[69 27 44],2.0,3
[42 30 27],1.0,4
[75 28 48],2.0,3
[55 33 58],1.0,3
[30 39 18],2.0,7
[57 35 38],2.0,3
[28 23 24],2.0,4
[23 50 24],2.0,7
[47 53 34],2.0,1
[14 46 23],2.0,6
[47 32 36],1.0,8
[38 53 40],2.0,10
[37 22 36],2.0,5
[39 50 35],1.0,3
[51 47 34],1.0,5
[ 8 36 37],1.0,6
[60 43 28],1.0,10
[55 39 49],2.0,10
[36 54 48],2.0,10
[20 39 24],2.0,4
[63 62 37],1.0,10
[35 28 47],1.0,1
[46 32 37],2.0,5
[44 39 35],1.0,5
[51 46 30],1.0,9
[28 37 43],1.0,2
[35 34 33],1.0,7
[58 52 54],1.0,3
[48 43 38],2.0,3
[24 33 24],2.0,4
[80 20 49],1.0,3
[62 24 33],1.0,2
[56 53 47],2.0,10
[47 15 36],2.0,2
[45 29 33],1.0,9
[32 45 35],1.0,9
[56 53 54],1.0,3
[36 32 36],1.0,7
[47 48 37],1.0,2
[48 27 39],1.0,9
[71 26 30],1.0,3
[29 17 37],1.0,8
[16 35 31],1.0,6
[39 55 41],2.0,10
[52 77 52],1.0,3
[60 29 28],1.0,9
[31 21 30],2.0,4
[63 44 55],1.0,9
[40 37 33],2.0,5
[44 19 33],1.0,8
[41 42 27],1.0,1
[71 39 44],2.0,3
[46 30 44],1.0,9
[42 54 47],2.0,10
[58 34 46],2.0,3
[39 54 54],2.0,10
[34 22 30],2.0,4
[51 34 35],2.0,5
[33 44 28],1.0,9
[17 43 45],1.0,6
[45 45 34],1.0,3
[56 33 51],1.0,9
[33 37 57],1.0,9
[13 18 26],1.0,6
[66 33 50],2.0,3
[55 58 46],1.0,1
[54 49 47],1.0,9
[53 33 41],2.0,3
[48 30 39],2.0,5
[ 9 49 28],2.0,7
[52 66 50],1.0,10
[61 27 39],2.0,3
[64 38 48],2.0,3
[33 44 54],1.0,9
[21 23 24],2.0,7
[32 39 32],2.0,5
[65 36 49],2.0,3
[41 29 61],1.0,1
[57 48 55],1.0,9
[32 49 17],1.0,5
[76 56 41],1.0,3
[29 36 37],2.0,5
[45 39 55],1.0,3
[44 43 31],1.0,5
[25 12 21],1.0,0
[52 31 33],2.0,5
[53 83 57],1.0,3
[36 27 47],1.0,10
[20 34 20],1.0,0
[45 58 39],1.0,9
[53 28 55],1.0,1
[33 45 31],1.0,5
[36 32 51],1.0,1
[41 31 55],1.0,1
[42 46 33],1.0,8
[59 50 24],1.0,3
[16 28 29],1.0,6
[17 25 19],1.0,7
[44 11 49],1.0,2
[49 30 34],1.0,8
[46 73 36],1.0,3
[67 49 45],1.0,10
[36 46 36],1.0,7
[16 23 29],1.0,6
[29 32 54],1.0,9
[27 44 23],1.0,4
[44 66 49],1.0,3
[66 44 47],1.0,2
[68 52 46],1.0,2
[62 29 46],2.0,3
[32 54 32],1.0,8
[22 19 44],1.0,6
[46 26 49],1.0,9
[47 35 33],1.0,8
[64 24 35],1.0,9
[45 21 41],1.0,9
[37 28 32],1.0,7
[46 47 28],1.0,5
[28 40 37],1.0,5
[43 20 37],2.0,8
[13 24 33],1.0,6
[42 37 47],2.0,3
[ 6 24 27],1.0,6
[37 32 39],1.0,7
[39 20 28],1.0,4
[42 29 48],1.0,1
[32 35 45],1.0,6
[41 36 28],1.0,4
[44 49 25],1.0,5
[60 48 49],1.0,9
[33 42 30],1.0,9
[63 40 47],1.0,2
[37 39 29],1.0,2
[53 47 49],1.0,1
[12 28 39],1.0,6
[46 36 33],1.0,1
[49 65 48],1.0,3
[42 25 44],2.0,2
[47 35 50],1.0,1
[15 32 17],2.0,7
[59 44 52],2.0,10
[47 28 37],2.0,5
[31 48 21],2.0,7
[33 42 45],2.0,10
[54 22 49],1.0,9
[78 25 40],2.0,3
[48 27 19],1.0,5
[51 41 48],2.0,3
[28 32 24],2.0,7
[10 34 32],2.0,7
[80 23 48],1.0,3
[21 34 25],2.0,6
[34 19 25],2.0,4
[70 33 37],1.0,9
[18 47 41],1.0,6
[31 36 45],1.0,6
[57 50 43],1.0,3
[30 21 23],2.0,4
[41 29 44],1.0,10
[64 45 35],1.0,10
[22 36 33],1.0,6
[55 37 45],1.0,9
[33 37 49],1.0,10
[36 38 32],1.0,7
[43 48 27],1.0,5
[50 36 38],2.0,5
[31 56 39],1.0,10
[62 54 43],1.0,2
[48 49 48],1.0,3
[24 13 12],1.0,0
[36 44 47],1.0,3
[35 20 28],1.0,7
[72 39 49],1.0,3
[26 16 33],1.0,8
[68 45 33],1.0,3
[33 45 22],1.0,5
[50 44 54],1.0,3
[43 62 40],1.0,1
[46 21 37],2.0,2
[50 59 27],1.0,10
[64 58 45],1.0,10
[72 34 54],1.0,3
[ 9 48 24],2.0,6
[20 35 15],2.0,7
[13 22  1],1.0,0
[37 30 22],1.0,5
[30 41 38],1.0,9
[32 51 21],1.0,5
[ 9 22 27],1.0,6
[54 66 37],1.0,10
[27 19 36],1.0,4
[46 30 39],2.0,5
[47 38 29],1.0,3
[26 45 48],1.0,9
[63 30 38],2.0,3
[43 26 38],2.0,5
[44 46 45],1.0,9
[21  9 14],1.0,0
[56 67 38],1.0,3
[55 74 23],1.0,3
[74 43 35],1.0,3
[41 26 36],1.0,1
[60 29 45],2.0,3
[36 51 29],2.0,8
[44 40 49],2.0,3
[37 36 36],2.0,5
[55 55 53],2.0,10
[27 40 15],2.0,7
[41 33 39],2.0,8
[34 46 38],2.0,10
[37 19 44],2.0,2
[60 37 42],2.0,3
[37 28 37],2.0,5
[30 42 34],2.0,1
[36 53 37],2.0,10
[11 31 30],2.0,7
[37 24 37],2.0,2
[30 34 38],2.0,5
[56 69 33],1.0,3
[23 15 20],2.0,0
[39 25 37],2.0,2
[47 34 37],2.0,5
[13 26 25],2.0,6
[57 78 42],1.0,3
[48 43 37],1.0,8
[51 51 53],2.0,10
[25 29 24],2.0,4
[42 44 61],1.0,1
[69 52 37],1.0,10
[40 49 43],1.0,3
[10 53 43],1.0,6
[20 24 26],2.0,7
[63 38 43],2.0,3
[36 15 38],1.0,8
[34 40 29],2.0,7
[41 24 39],2.0,2
[72 36 56],1.0,3
[55 43 45],2.0,3
[41 63 44],2.0,10
[63 28 42],2.0,9
[64 35 40],2.0,3
[40 43 19],1.0,5
[18 23 28],1.0,7
[52 27 32],2.0,5
[35 47 45],2.0,10
[54 68 39],1.0,3
[63 31 52],2.0,3
[47 17 40],2.0,2
[48 65 29],1.0,3
[37 22 46],2.0,2
[39 40 30],1.0,3
[16 51 26],2.0,7
[31 50 37],1.0,9
[22 48 36],1.0,4
[37 51 18],1.0,5
[47 46 38],1.0,5
[61 38 50],1.0,1
[25  9 17],1.0,0
[61 72 34],1.0,3
[66 80 40],1.0,3
[59 70 33],1.0,3
[23 21 46],1.0,6
[46 45 28],1.0,2
[18 15  6],1.0,0
[54 40 33],1.0,3
[18 45 46],1.0,6
[51 33 19],1.0,5
[25 22 28],1.0,4
[64 41 38],1.0,2
[37 49 27],1.0,9
[31 42 28],1.0,5
[39 41 27],1.0,10
[33 36 35],1.0,9
[14 24 19],1.0,7
[42 32 36],2.0,8
[41 70 43],1.0,3
[39 16 34],1.0,4
[24 29 26],2.0,7
[47 31 36],2.0,5
[56 41 52],2.0,3
[46 46 32],1.0,2
[21 17 23],1.0,0
[73 22 40],1.0,3
[57 56 47],2.0,10
[41 42 25],1.0,5
[52 37 37],2.0,3
[32 39 47],2.0,10
[33 39 24],2.0,7
[32 33 43],1.0,9
[35 38 19],1.0,5
[35 21 35],2.0,5
[46 29 47],1.0,10
[42 45 36],1.0,2
[21 28 25],2.0,7
[38 29 35],2.0,5
[59 48 54],2.0,10
[28 45 16],2.0,7
[23 30 19],2.0,7
[26 43 35],2.0,8
[66 45 46],1.0,2
[60 35 47],2.0,3
[24 23 29],1.0,7
[46 36 52],1.0,1
[46 27 25],2.0,8
[52 41 33],1.0,5
[46 32 50],1.0,10
[51 46 30],1.0,3
[46 75 33],1.0,3
[50 44 28],1.0,3
[49 51 32],1.0,5
[15 36 17],2.0,7
[55 40 38],2.0,3
[21 26 29],2.0,7
[50 31 42],2.0,3
[52 60 52],2.0,10
[42 41 60],1.0,3
[ 9 42 19],2.0,7
[37 20 37],2.0,2
[33 33 20],1.0,5
[39 28 22],1.0,2
[41 64 57],1.0,3
[30 26 44],1.0,1
[35 48 33],1.0,10
[25 20 37],1.0,4
[64 61 41],1.0,3
[35 22 29],2.0,4
[41 62 45],2.0,10
[63 26 48],2.0,3
[25 37 37],1.0,5
[46 62 45],2.0,10
[30 41 34],2.0,1
[46 67 47],2.0,10
[63 54 27],1.0,10
[65 37 29],1.0,3
[54 65 49],1.0,10
[63 67 43],1.0,3
[60 65 44],1.0,10
[30 34 42],1.0,9
[55 63 59],1.0,3
[71 65 29],1.0,3
[44 11 39],1.0,4
[44 64 33],1.0,3
[30 32 36],1.0,1
[20  9 11],1.0,0
[65 44 41],1.0,2
[69 32 46],1.0,2
[62 65 41],1.0,3
[40 41 42],1.0,2
[29 42 41],1.0,9
[66 74 42],1.0,3
[24 42 41],1.0,1
[63 35 32],1.0,3
[38 23 31],2.0,8
[56 79 49],1.0,3
[19 27 20],1.0,7
[18 35  5],1.0,0
[55 26 44],1.0,9
[43 44 27],1.0,9
[64 51 34],1.0,10
[39 78 56],1.0,3
[56 48 44],1.0,2
[29 37 25],1.0,5
[45 46 22],1.0,5
[46 44 33],1.0,4
[43 48 51],2.0,10
[26 38 20],2.0,7
[37 29 33],1.0,10
[23 35 16],2.0,7
[37 49 35],1.0,3
[24 25 38],1.0,7
[38 31 38],1.0,1
[42 69 33],1.0,3
[55 56 37],1.0,9
[27 24 46],1.0,9
[30 54 40],1.0,10
[54 41 30],1.0,2
[30 27 43],1.0,1
[46 35 37],1.0,1
[59 54 42],1.0,3
[20 20  9],1.0,0
[74 32 29],1.0,3
[62 29 48],1.0,9
[67 26 55],1.0,3
[43 62 42],2.0,10
[46 24 39],1.0,8
[48 50 30],1.0,5
[62 26 29],1.0,2
